Millesime,Catégorie juridique,Catégorie,Etablissement2,Ressource,Négociée,Valeur,Code département,Académie,Code Région,Région
2017,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Nature Publishing (bouquet),OUI,102555.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),Nature Publishing (bouquet),OUI,9834.0,D095,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Nature Publishing (bouquet),OUI,48167.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Navis,OUI,16324.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Navis,OUI,7567.0,D075,Paris,R11,Île-de-France
2016,SA à conseil d'administration,Établissement d’enseignement supérieur consulaire,ESCP Business School,Navis,OUI,5095.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),Navis,OUI,1471.0,D095,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),Navis,OUI,1486.0,D095,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Paris Nord,Navis,OUI,10077.0,D093,Créteil,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Paris Nord,Navis,OUI,10178.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Navis,OUI,5249.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Navis,OUI,5675.0,D093,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Navis,OUI,3133.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Navis,OUI,2636.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Sorbonne,Naxos Music Library,NON,5250.0,D075,Paris,R11,Île-de-France
2016,Établissement d'hospitalisation,Centre hospitalier,Assistance publique - Hôpitaux de Paris (AP-HP),New England Journal of Medicine (NEJM),OUI,32668.0,D075,Paris,R11,Île-de-France
2017,Établissement d'hospitalisation,Centre hospitalier,Assistance publique - Hôpitaux de Paris (AP-HP),New England Journal of Medicine (NEJM),OUI,34414.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),New England Journal of Medicine (NEJM),OUI,8325.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),New England Journal of Medicine (NEJM),OUI,4258.54,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),New England Journal of Medicine (NEJM),OUI,28234.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Academic Search,OUI,5660.74,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Academic Search,OUI,5918.95,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),Academic Search,OUI,2671.8,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Academic Search,OUI,23990.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Academic Search,OUI,25295.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Établissement public à caractère industriel et commercial,Institut de radioprotection et de sûreté nucléaire (IRSN),Academic Search,OUI,12553.0,D092,Versailles,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",Academic Search,OUI,9744.0,D077,Créteil,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",Academic Search,OUI,9896.0,D077,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Academic Search,OUI,17418.0,D092,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Academic Search,OUI,18130.0,D092,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),Academic Search,OUI,4372.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Academic Search,OUI,15284.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,Academic Search,OUI,15809.0,D093,Créteil,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),ACM Digital Library,OUI,87532.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),ACM Digital Library,OUI,3852.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,ACM Digital Library,OUI,3217.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,ACM Digital Library,OUI,3494.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,ACM Digital Library,OUI,3242.47,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),ACM Digital Library,OUI,3986.0,D077,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,ACM Digital Library,OUI,4451.0,D093,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 8 - Vincennes - Saint-Denis,ACM Digital Library,OUI,5244.0,D093,Créteil,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Sainte Geneviève (BSG),Acta Sanctorum,OUI,356.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Administration publique,Institut national de l'information géographique et forestière (IGN),Acteurs publics,NON,849.0,D094,Créteil,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),AEF,OUI,10990.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),AEF,OUI,6990.0,D091,Versailles,R11,Île-de-France
2015,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,African American Studies Center (AASC),NON,788.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,African American Studies Center (AASC),NON,820.0,D075,Paris,R11,Île-de-France
2017,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Akademiai Kiado – Revues,NON,115.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),Akademos Press - Revues,NON,102.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Alexander Street - Bases de données hors négociation Couperin,NON,2538.0,D075,Paris,R11,Île-de-France
2017,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Alexander Street - Bases de données hors négociation Couperin,NON,7694.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),Alexander Street - Bases de données hors négociation Couperin,NON,1344.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),Alexander Street - Bases de données hors négociation Couperin,NON,759.84,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Pierre-et-Marie-Curie (UPMC),Alexander Street - Bases de données hors négociation Couperin,NON,12373.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Alexander Street - Bases de données hors négociation Couperin,NON,294.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Alexander Street - Bases de données hors négociation Couperin,NON,1099.98,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Allen press – Revues,NON,1226.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Sainte Geneviève (BSG),Allgemeines KunstlerLexikon Online/ Artists of the World Online,NON,1145.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Institut national d'histoire de l'art (INHA),Allgemeines KunstlerLexikon Online/ Artists of the World Online,NON,1947.2,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),"Alliance of Crop, Soil, and Environmental Science Societies (ACSESS) - Ebooks",NON,21829.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),"Alliance of Crop, Soil, and Environmental Science Societies (ACSESS) - Ebooks",NON,25215.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Academy of Pediatrics - Revues,NON,1764.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Academy of Pediatrics - Revues,NON,5921.13,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Association for Cancer Research (AACR) - Revues,NON,10989.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Association for Clinical Chemistry (AACC) - Revues,NON,4262.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),American Association for the Advancement of Science (AAAS) - Revues,OUI,4745.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Association for the Advancement of Science (AAAS) - Revues,OUI,45515.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Association for the Advancement of Science (AAAS) - Revues,OUI,4650.0,D091,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École polytechnique (X),American Association for the Advancement of Science (AAAS) - Revues,OUI,4481.07,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture (Irstea),American Association for the Advancement of Science (AAAS) - Revues,OUI,4882.0,D092,Versailles,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Association for the Advancement of Science (AAAS) - Revues,OUI,24700.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Association for the Advancement of Science (AAAS) - Revues,OUI,20053.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Autre structure,Observatoire de Paris-Meudon,American Association for the Advancement of Science (AAAS) - Revues,OUI,3208.0,D092,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Association for the Advancement of Science (AAAS) - Revues,OUI,9365.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Association for the Advancement of Science (AAAS) - Revues,OUI,11032.67,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Association of Immunologists - Revues,NON,9534.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Association of Immunologists - Revues,NON,10468.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Association of Immunologists - Revues,NON,1091.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Association of Immunologists - Revues,NON,1243.0,D075,Paris,R11,Île-de-France
2018,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Association of Physicists in Medicine - Revues,NON,1881.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Association of Physics Teachers (AAPT) - Revues,NON,1281.0,D091,Versailles,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),American Chemical Society (ACS),OUI,31124.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),American Chemical Society (ACS),OUI,47234.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),American Chemical Society (ACS),OUI,33817.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Chemical Society (ACS),OUI,174003.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Chemical Society (ACS),OUI,184594.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),American Chemical Society (ACS),OUI,21072.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),American Chemical Society (ACS),OUI,12666.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),American Chemical Society (ACS),OUI,7094.0,D075,Paris,R11,Île-de-France
2018,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),American Chemical Society (ACS),OUI,10072.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université d'Évry-Val-d'Essonne (UEVE),American Chemical Society (ACS),OUI,7834.0,D091,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Chemical Society (ACS),OUI,22210.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Chemical Society (ACS),OUI,25026.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),American Chemical Society (ACS),OUI,10639.0,D077,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),American Chemical Society (ACS),OUI,11125.0,D077,Créteil,R11,Île-de-France
2015,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),American Chemical Society (ACS) – Revues hors négociation Couperin,NON,532.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Administration publique,Agence Nationale de Sécurité des Médicaments et des produits de santé (ANSM),American College of Physicians – Revues,NON,1885.0,D093,Créteil,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Diabetes Association (ADA) - Revues,NON,9662.0,D075,Paris,R11,Île-de-France
2015,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),American Institute of Aeronautics and Astronomics (AIAA) - Revues,NON,2242.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Institute of Physics (AIP),OUI,4226.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),American Institute of Physics (AIP),OUI,25863.77,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),American Institute of Physics (AIP),OUI,27401.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),American Institute of Physics (AIP),OUI,3728.67,D077,Créteil,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,IFP Energies nouvelles (IFPEN),American Institute of Physics (AIP),OUI,13517.0,D092,Versailles,R11,Île-de-France
2018,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Opérateur du programme 192 - Recherche et enseignement supérieur en matière économique et industrielle,Laboratoire national de métrologie et d'essais (LNE),American Institute of Physics (AIP),OUI,3578.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Autre structure,Observatoire de Paris-Meudon,American Institute of Physics (AIP),OUI,38143.0,D092,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Institute of Physics (AIP),OUI,4376.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),American Institute of Physics (AIP),OUI,9493.0,D077,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),American Institute of Physics (AIP) - Revues hors négociation Couperin,NON,13743.0,D095,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Pierre-et-Marie-Curie (UPMC),American Institute of Physics (AIP) - Revues hors négociation Couperin,NON,3037.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),American Mathematical Society (AMS) - Ebooks hors négociation Couperin,NON,9023.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,American National Biography Online,NON,504.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,American National Biography Online,NON,561.5,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Physical Society (APS),OUI,2779.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),American Physical Society (APS),OUI,2442.3,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),American Physical Society (APS),OUI,11891.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Institut ou école extérieur aux universités,Chimie ParisTech-PSL,American Physical Society (APS),OUI,2854.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),American Physical Society (APS),OUI,2787.0,D077,Créteil,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure PSL (ENS PSL),American Physical Society (APS),OUI,28513.4,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Physical Society (APS),OUI,2854.0,D091,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),American Physical Society (APS),OUI,3092.3,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Opérateur du programme 192 - Recherche et enseignement supérieur en matière économique et industrielle,Laboratoire national de métrologie et d'essais (LNE),American Physical Society (APS),OUI,2609.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Autre structure,Observatoire de Paris-Meudon,American Physical Society (APS),OUI,26099.0,D092,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),American Physical Society (APS),OUI,17167.0,D095,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),American Physical Society (APS),OUI,15183.0,D095,Versailles,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,American Physical Society (APS),OUI,23127.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),American Physical Society (APS),OUI,2811.0,D094,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),American Physical Society (APS),OUI,2634.0,D094,Créteil,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Physiological Society - Revues,NON,62176.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Physiological Society - Revues,NON,37245.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Physiological Society - Revues,NON,58291.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,"Institut national du sport, de l'expertise et de la performance (INSEP)",American Physiological Society - Revues,NON,1995.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),American Phytopathological Society - Revues,NON,3006.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Psychiatric Publishing - Revues,NON,6947.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Roentgen Ray Society (ARRS) - Revues,NON,2330.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Roentgen Ray Society (ARRS) - Revues,NON,492.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Roentgen Ray Society (ARRS) - Revues,NON,553.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),American Society for Biochemistry and Molecular Biology (ASBMB) - Revues,NON,3158.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),American Society for Biochemistry and Molecular Biology (ASBMB) - Revues,NON,2828.06,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society for Biochemistry and Molecular Biology (ASBMB) - Revues,NON,81520.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Society for Biochemistry and Molecular Biology (ASBMB) - Revues,NON,59429.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Biochemistry and Molecular Biology (ASBMB) - Revues,NON,66857.21,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Cell Biology (ASCB) - Revues,NON,6413.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Cell Biology (ASCB) - Revues,NON,7307.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),American Society for Clinical Investigation (ASCI) - Revues,NON,1003.27,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,American Society for Clinical Investigation (ASCI) - Revues,NON,949.93,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),American Society for Clinical Pathology - Revues,NON,1263.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),American Society for Microbiology (ASM) - Revues,OUI,6325.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society for Microbiology (ASM) - Revues,OUI,61530.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),American Society for Microbiology (ASM) - Revues,OUI,77735.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Society for Microbiology (ASM) - Revues,OUI,27426.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),American Society for Microbiology (ASM) - Revues,OUI,29107.0,D075,Paris,R11,Île-de-France
