Millesime,Catégorie juridique,Catégorie,Etablissement2,Ressource,Négociée,Valeur,Code département,Académie,Code Région,Région
2015,Établissement public national à caractère administratif,Liste des établissements publics relevant du ministre chargé de l'Enseignement supérieur,Musée du quai Branly - Jacques Chirac,Grove Art Online,NON,1822.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),Grove Art Online,NON,8664.3,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Grove Art Online,NON,2103.37,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),Grove Music Online,NON,6352.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Guilford Publications - Revues,NON,910.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),Handbook of the Birds of the World (HBW) Alive,NON,375.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Hein,NON,5514.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Helinia,NON,2210.0,D094,Créteil,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Henri Stewards Talks,NON,6132.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Heritage of the Printed Book Database (HPB),NON,500.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque Mazarine,Heritage of the Printed Book Database (HPB),NON,502.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,École nationale des Chartes (ENC),Heritage of the Printed Book Database (HPB),NON,500.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,École nationale des Chartes (ENC),Heritage of the Printed Book Database (HPB),NON,500.0,D075,Paris,R11,Île-de-France
2018,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Highwire Press,NON,1683.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Sorbonne,Hispanic American Periodicals Index (HAPI),NON,1849.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Historical Abstracts - America : History and Life,OUI,15462.78,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Historical Abstracts - America : History and Life,OUI,11502.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),Ialine,NON,494.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),Ialine,NON,494.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),Ialine,NON,500.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,CentraleSupélec,IEEE,OUI,51417.0,D091,Versailles,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Commissariat à l’énergie atomique et aux énergies alternatives (CEA),IEEE,OUI,257800.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Commissariat à l’énergie atomique et aux énergies alternatives (CEA),IEEE,OUI,302920.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),IEEE,OUI,63215.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),IEEE,OUI,18690.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",IEEE,OUI,12388.0,D077,Créteil,R11,Île-de-France
2018,Établissement public national à caractère administratif,Administration publique,Institut national de l'information géographique et forestière (IGN),IEEE,OUI,1420.28,D094,Créteil,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,École d'ingénieurs,Télécom Paris,IEEE,OUI,107234.3,D091,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),IEEE,OUI,13224.0,D077,Créteil,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Immateriel.fr,OUI,2250.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Immateriel.fr,OUI,2250.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",InCites,OUI,5506.0,D077,Créteil,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),InCites,OUI,225784.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),InCites,OUI,6453.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Index Islamicus (Diff. Proquest),OUI,5870.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Index of christian art,NON,1376.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Index of christian art,NON,1437.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,Institut des sciences et industries du vivant et de l'environnement (Agro Paris Tech),Indexpresse,NON,5520.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Sainte-Barbe (BSB),Indexpresse,NON,9830.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Indexpresse,NON,7560.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur privé,École de commerce et de management,Novancia Business School Paris,Indexpresse,NON,8600.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),The Arabidopsis Information Resource (TAIR) Database Online,NON,4818.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),The Arabidopsis Information Resource (TAIR) Database Online,NON,6544.94,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,École des hautes études en sciences sociales (EHESS),The Book Review Literary Trust - Revues,NON,136.0,D075,Paris,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Thesaurus Linguae Graecae (TLG) Online,NON,2419.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Thesaurus Linguae Graecae (TLG) Online,NON,1909.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Pierre-et-Marie-Curie (UPMC),Thieme - Chimie,OUI,6520.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Thieme - Médecine,OUI,698.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),Thomson - Bases de données hors négociation Couperin,NON,16751.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Times Digital Archives,NON,2883.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Times Digital Archives,NON,3035.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Times Digital Archives,NON,5903.0,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Torrossa,NON,9566.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Torrossa,NON,194.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Sorbonne Université (Sorbonne U),Torrossa,NON,459.5,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme lié à la recherche,Universcience,Toutapprendre.com,NON,5937.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),Trans Tech - Revues,NON,3925.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,UCLA American Indian Studies Center - Revues,NON,294.76,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Centre de coopération internationale en recherche agronomique pour le développement (CIRAD),Ulrich's Periodical Directory,NON,3812.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),UN Comtrade,NON,4145.0,D075,Paris,R11,Île-de-France
2017,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),University of Hawaii Press - Revues,NON,216.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),University of Toronto Press - Ebooks,NON,204.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),University of Toronto Press - Ebooks,NON,177.25,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Sorbonne Université (Sorbonne U),University of Toronto Press - Ebooks,NON,346.04,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Administration publique,Institut national de l'information géographique et forestière (IGN),University of Toronto Press - Revues,NON,290.79,D094,Créteil,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),University of Virginia Press - Revues,NON,1257.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris 1 - Panthéon Sorbonne (Paris 1),UNWTO Elibrary,NON,3366.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Marne-la-Vallée (UPEM),Urbamet,NON,1487.0,D077,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Urbamet,NON,1190.0,D094,Créteil,R11,Île-de-France
2016,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Vandenhoeck & Ruprecht - Revues,NON,289.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Vandenhoeck & Ruprecht - Revues,NON,213.0,D075,Paris,R11,Île-de-France
2016,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Vandenhoeck & Ruprecht - Revues,NON,213.0,D075,Paris,R11,Île-de-France
2017,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Vandenhoeck & Ruprecht - Revues,NON,209.0,D075,Paris,R11,Île-de-France
2018,Groupement d'intérêt public,Bibliothèque,Bibliothèque universitaire des langues et civilisations (BULAC),Verlag der Österreichische Akademie der Wissenschaften (OEAW) / Austrian Academy of Sciences Press (AAOP) - Revues,NON,336.07,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Verlag der Österreichische Akademie der Wissenschaften (OEAW) / Austrian Academy of Sciences Press (AAOP) - Revues,NON,136.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Visible Body - Atlas d'anatomie humaine,OUI,17238.0,D094,Créteil,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Vlex Global,NON,6300.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Vlex Global,NON,6300.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),Vocable,OUI,1455.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Arts et Métiers Sciences et Technologies (Arts et Métiers),Vocable,OUI,1468.8,D075,Paris,R11,Île-de-France
2015,Fondation,Fondation reconnue d'utilité publique,Cité internationale universitaire de Paris,Vocable,OUI,398.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,École d'ingénieurs,École nationale supérieure de techniques avancées (ENSTA Paris),Vocable,OUI,1220.0,D091,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Vocable,OUI,1872.0,D092,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Versailles Saint-Quentin-en-Yvelines (UVSQ),Vocable,OUI,760.0,D078,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Vocale Presse,NON,1005.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Vocale Presse,NON,1005.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Vocale Presse,NON,1153.28,D075,Paris,R11,Île-de-France
2017,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),Web of Science (WoS),OUI,19934.0,D075,Paris,R11,Île-de-France
2018,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de Santé (BIUS),Web of Science (WoS),OUI,17174.5,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,CentraleSupélec,Web of Science (WoS),OUI,14166.0,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),Web of Science (WoS),OUI,737172.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),Web of Science (WoS),OUI,1132071.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Commissariat à l’énergie atomique et aux énergies alternatives (CEA),Web of Science (WoS),OUI,273000.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,Commissariat à l’énergie atomique et aux énergies alternatives (CEA),Web of Science (WoS),OUI,249000.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Conservatoire national des arts et métiers (CNAM),Web of Science (WoS),OUI,24622.57,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),Web of Science (WoS),OUI,11368.0,D077,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École polytechnique (X),Web of Science (WoS),OUI,8631.0,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Établissement public à caractère industriel et commercial,Institut de radioprotection et de sûreté nucléaire (IRSN),Web of Science (WoS),OUI,41254.0,D092,Versailles,R11,Île-de-France
2016,Association loi de 1901,Autre structure,Institut de recherche et de sécurité pour la prévention des accidents du travail et des maladies professionnelles (INRS),Web of Science (WoS),OUI,11384.0,D075,Paris,R11,Île-de-France
2017,Association loi de 1901,Autre structure,Institut de recherche et de sécurité pour la prévention des accidents du travail et des maladies professionnelles (INRS),Web of Science (WoS),OUI,11709.0,D075,Paris,R11,Île-de-France
2018,Association loi de 1901,Autre structure,Institut de recherche et de sécurité pour la prévention des accidents du travail et des maladies professionnelles (INRS),Web of Science (WoS),OUI,10521.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",Web of Science (WoS),OUI,15471.0,D077,Créteil,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",Web of Science (WoS),OUI,13849.9,D077,Créteil,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),Web of Science (WoS),OUI,184665.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la recherche agronomique (INRA),Web of Science (WoS),OUI,170048.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Web of Science (WoS),OUI,160085.0,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Web of Science (WoS),OUI,189632.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université de Cergy-Pontoise (UCP),Web of Science (WoS),OUI,22262.0,D095,Versailles,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Web of Science (WoS),OUI,17174.5,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Web of Science (WoS),OUI,36196.0,D094,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris-Est Créteil (UPEC),Web of Science (WoS),OUI,28051.0,D094,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Sorbonne Nouvelle - Paris 3,Web of Science (WoS),OUI,12135.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Westlaw Next (ex-International),OUI,6500.0,D075,Paris,R11,Île-de-France
2015,SA à conseil d'administration,École de commerce et de management,École des hautes études commerciales de Paris (HEC Paris),Westlaw Next (ex-International),OUI,2350.0,D078,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Westlaw Next (ex-International),OUI,7236.0,D092,Versailles,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Nanterre,Westlaw Next (ex-International),OUI,6386.0,D092,Versailles,R11,Île-de-France
2015,SA à conseil d'administration,École de commerce et de management,École des hautes études commerciales de Paris (HEC Paris),WetFeet,NON,2400.0,D078,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Communauté d'universités et établissements,Université de recherche Paris-Sciences-et-Lettres (PSL),Wharton Research Data Services (WRDS),NON,153955.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,White Horse Press - Revues,NON,192.4,D075,Paris,R11,Île-de-France
2016,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Wiley-Blackwell - Ebooks,OUI,105216.0,D075,Paris,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Centre national de la recherche scientifique (CNRS),Wiley-Blackwell - Ebooks,OUI,2288.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale supérieure des mines de Paris (MINES ParisTech PSL),Wiley-Blackwell - Ebooks,OUI,1771.6,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Wiley-Blackwell - Ebooks,OUI,1060.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),Wiley-Blackwell - Ebooks,OUI,1827.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Wiley-Blackwell - Ebooks,OUI,963.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Descartes,Wiley-Blackwell - Ebooks,OUI,4509.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Wiley-Blackwell - Ebooks,OUI,5908.0,D075,Paris,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Université,Université Paris Diderot,Wiley-Blackwell - Ebooks,OUI,12573.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École polytechnique (X),Wiley-Blackwell - Revues,OUI,92000.0,D091,Versailles,R11,Île-de-France
2016,Établissement public national à caractère administratif,Organisme de recherche,"Agence nationale de sécurité sanitaire de l'alimentation, de l'environnement et du travail (Anses)",Wiley-Blackwell - Revues,OUI,47539.0,D094,Créteil,R11,Île-de-France
2016,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire Cujas,Wiley-Blackwell - Revues,OUI,23154.0,D075,Paris,R11,Île-de-France
2015,Sans personnalité juridique - secteur public,Bibliothèque,Bibliothèque interuniversitaire de la Sorbonne (BIS),Wiley-Blackwell - Revues,OUI,30552.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Bibliothèque,Bibliothèque nationale de France (BNF),Wiley-Blackwell - Revues,OUI,242361.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Institut ou école extérieur aux universités,Chimie ParisTech-PSL,Wiley-Blackwell - Revues,OUI,11358.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Collège de France,Wiley-Blackwell - Revues,OUI,17100.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),Wiley-Blackwell - Revues,OUI,19370.0,D077,Créteil,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),Wiley-Blackwell - Revues,OUI,19370.0,D077,Créteil,R11,Île-de-France
2017,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,École nationale des ponts et chaussées (ENPC),Wiley-Blackwell - Revues,OUI,19932.0,D077,Créteil,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",École normale supérieure,École normale supérieure Paris-Saclay (ENS Paris-Saclay),Wiley-Blackwell - Revues,OUI,22914.0,D091,Versailles,R11,Île-de-France
2016,Régie d'une collectivité locale à caractère administratif,École d'ingénieurs,École supérieure de physique et de chimie industrielles de la ville de Paris (ESPCI PARIS-PSL),Wiley-Blackwell - Revues,OUI,34766.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fondation reconnue d'utilité publique,Fondation Maison des Sciences de l'homme (FMSH),Wiley-Blackwell - Revues,OUI,5091.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère industriel ou commercial doté d'un comptable public,Organisme de recherche,IFP Energies nouvelles (IFPEN),Wiley-Blackwell - Revues,OUI,105291.0,D092,Versailles,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture (Irstea),Wiley-Blackwell - Revues,OUI,55247.0,D092,Versailles,R11,Île-de-France
2016,Association loi de 1901,Autre structure,Institut de recherche et de sécurité pour la prévention des accidents du travail et des maladies professionnelles (INRS),Wiley-Blackwell - Revues,OUI,24241.0,D075,Paris,R11,Île-de-France
2015,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Wiley-Blackwell - Revues,OUI,31548.0,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Sciences Po (IEP de Paris),Wiley-Blackwell - Revues,OUI,30627.0,D075,Paris,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,"Institut français des sciences et technologies des transports, de l'aménagement et des réseaux (Ifsttar)",Wiley-Blackwell - Revues,OUI,15471.0,D077,Créteil,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de la santé et de la recherche médicale (INSERM),Wiley-Blackwell - Revues,OUI,237401.0,D075,Paris,R11,Île-de-France
2018,Établissement public national à caractère administratif,Administration publique,Institut national de l'information géographique et forestière (IGN),Wiley-Blackwell - Revues,OUI,2558.43,D094,Créteil,R11,Île-de-France
2015,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),Wiley-Blackwell - Revues,OUI,36955.0,D078,Versailles,R11,Île-de-France
2017,Établissement public national à caractère administratif,Organisme de recherche,Institut national de recherche en informatique et en automatique (Inria),Wiley-Blackwell - Revues,OUI,38093.0,D078,Versailles,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,"Institut national du sport, de l'expertise et de la performance (INSEP)",Wiley-Blackwell - Revues,OUI,1749.0,D075,Paris,R11,Île-de-France
2018,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement relevant d'un autre département ministériel,"Institut national du sport, de l'expertise et de la performance (INSEP)",Wiley-Blackwell - Revues,OUI,1959.3,D075,Paris,R11,Île-de-France
2016,"Établissement public à caractère scientifique, culturel et professionnel",Grand établissement,Muséum national d'histoire naturelle (MNHN),Wiley-Blackwell - Revues,OUI,162769.0,D075,Paris,R11,Île-de-France
2015,Association loi de 1901,Fédération,Fédération nationale des centres de lutte contre le cancer (Fédération UNICANCER),Wiley-Blackwell - Revues,OUI,5550.0,D075,Paris,R11,Île-de-France
